geocodigo_municipio,nome_municipio,uf,categoria,classe_abc
2908804,Contendas do Sincorá,BA,demais municipios,C
3507704,Braúna,SP,demais municipios,C
5102694,Canabrava do Norte,MT,demais municipios,C
3171105,Veríssimo,MG,demais municipios,C
3500808,Alfredo Marcondes,SP,demais municipios,C
4103354,Braganey,PR,demais municipios,C
5107750,Salto do Céu,MT,demais municipios,C
5003504,Douradina,MS,demais municipios,C
5221809,Urutaí,GO,demais municipios,C
4314498,Pinheirinho do Vale,RS,demais municipios,C
3136801,Juramento,MG,demais municipios,C
1712504,Marianópolis do Tocantins,TO,demais municipios,C
3150703,Pirajuba,MG,demais municipios,C
3503000,Aramina,SP,demais municipios,C
2703403,Jacaré dos Homens,AL,demais municipios,C
2406809,Lajes Pintadas,RN,demais municipios,C
4308458,Fortaleza dos Valos,RS,demais municipios,C
4311627,Lindolfo Collor,RS,demais municipios,C
4126702,Tamboara,PR,demais municipios,C
3126307,Fortaleza de Minas,MG,demais municipios,C
3530003,Mira Estrela,SP,demais municipios,C
4201273,Arabutã,SC,demais municipios,C
4311981,Mariana Pimentel,RS,demais municipios,C
2101350,Bacurituba,MA,demais municipios,C
2101939,Bernardo do Mearim,MA,demais municipios,C
2206654,Morro Cabeça no Tempo,PI,demais municipios,C
3168101,Tapira,MG,demais municipios,C
3154408,Ressaquinha,MG,demais municipios,C
4126355,Serranópolis do Iguaçu,PR,demais municipios,C
4214904,Rio Fortuna,SC,demais municipios,C
5207352,Edealina,GO,demais municipios,C
3512704,Corumbataí,SP,demais municipios,C
3510153,Canitar,SP,demais municipios,C
5215405,Ouro Verde de Goiás,GO,demais municipios,C
1703206,Bernardo Sayão,TO,demais municipios,C
2501534,Baraúna,PB,demais municipios,C
4204350,Cordilheira Alta,SC,demais municipios,C
2404903,Itaú,RN,demais municipios,C
4312609,Muçum,RS,demais municipios,C
3135076,Jampruca,MG,demais municipios,C
4204103,Caxambu do Sul,SC,demais municipios,C
5210802,Itajá,GO,demais municipios,C
3171402,Vieiras,MG,demais municipios,C
4305504,Ciríaco,RS,demais municipios,C
5108808,Nova Guarita,MT,demais municipios,C
2707909,Santa Luzia do Norte,AL,demais municipios,C
3159100,Santana dos Montes,MG,demais municipios,C
3136405,Joaquim Felício,MG,demais municipios,C
3157609,Santa Fé de Minas,MG,demais municipios,C
2205581,Lagoa do Piauí,PI,demais municipios,C
4125308,São Jorge do Ivaí,PR,demais municipios,C
5221551,Turvelândia,GO,demais municipios,C
3541653,Quadra,SP,demais municipios,C
4202438,Bocaina do Sul,SC,demais municipios,C
4206603,Guarujá do Sul,SC,demais municipios,C
1705557,Combinado,TO,demais municipios,C
2505279,Curral de Cima,PB,demais municipios,C
2111953,Sucupira do Riachão,MA,demais municipios,C
2414704,Várzea,RN,demais municipios,C
5219357,Santa Isabel,GO,demais municipios,C
2807006,São Miguel do Aleixo,SE,demais municipios,C
4110904,Itaguajé,PR,demais municipios,C
2705309,Minador do Negrão,AL,demais municipios,C
3157302,Santa Bárbara do Tugúrio,MG,demais municipios,C
3167905,Tabuleiro,MG,demais municipios,C
2200459,Alvorada do Gurguéia,PI,demais municipios,C
1701101,Aparecida do Rio Negro,TO,demais municipios,C
3170438,União de Minas,MG,demais municipios,C
2703700,Jaramataia,AL,demais municipios,C
4213302,Ponte Alta,SC,demais municipios,C
3107604,Bom Jesus da Penha,MG,demais municipios,C
2209955,São João da Varjota,PI,demais municipios,C
2201804,Bocaina,PI,demais municipios,C
3122108,Divino das Laranjeiras,MG,demais municipios,C
3121902,Divinésia,MG,demais municipios,C
5104559,Itaúba,MT,demais municipios,C
4314472,Pinhal Grande,RS,demais municipios,C
2912608,Ibiquera,BA,demais municipios,C
4107546,Espigão Alto do Iguaçu,PR,demais municipios,C
2203420,Domingos Mourão,PI,demais municipios,C
2508109,Lagoa,PB,demais municipios,C
2201705,Bertolínia,PI,demais municipios,C
2514800,São José dos Cordeiros,PB,demais municipios,C
3169059,Tocos do Moji,MG,demais municipios,C
3509809,Campos Novos Paulista,SP,demais municipios,C
4113106,Kaloré,PR,demais municipios,C
3127057,Fronteira dos Vales,MG,demais municipios,C
4108452,Foz do Jordão,PR,demais municipios,C
4107850,Flor da Serra do Sul,PR,demais municipios,C
3302452,Macuco,RJ,demais municipios,C
5107206,Rio Branco,MT,demais municipios,C
2200277,Alegrete do Piauí,PI,demais municipios,C
4219408,Witmarsum,SC,demais municipios,C
3127388,Goianá,MG,demais municipios,C
4103479,Cafezal do Sul,PR,demais municipios,C
3136553,José Raydan,MG,demais municipios,C
4107801,Floraí,PR,demais municipios,C
4318622,São José dos Ausentes,RS,demais municipios,C
2510303,Nova Palmeira,PB,demais municipios,C
4113759,Lunardelli,PR,demais municipios,C
4301552,Áurea,RS,demais municipios,C
1703107,Barrolândia,TO,demais municipios,C
4300455,Alegria,RS,demais municipios,C
3172103,Volta Grande,MG,demais municipios,C
3115409,Catas Altas da Noruega,MG,demais municipios,C
3532702,Nipoã,SP,demais municipios,C
4315354,Quinze de Novembro,RS,demais municipios,C
2210052,São José do Divino,PI,demais municipios,C
5100359,Alto Boa Vista,MT,demais municipios,C
2109056,Porto Rico do Maranhão,MA,demais municipios,C
4323754,Vitória das Missões,RS,demais municipios,C
2207553,Paquetá,PI,demais municipios,C
2207306,Paes Landim,PI,demais municipios,C
3157278,Santa Bárbara do Monte Verde,MG,demais municipios,C
4107108,Diamante do Norte,PR,demais municipios,C
3106606,Bertópolis,MG,demais municipios,C
3555356,Ubarana,SP,demais municipios,C
5209150,Gouvelândia,GO,demais municipios,C
3142254,Miravânia,MG,demais municipios,C
3500204,Adolfo,SP,demais municipios,C
3512605,Coronel Macedo,SP,demais municipios,C
2206001,Marcos Parente,PI,demais municipios,C
2409332,Santa Maria,RN,demais municipios,C
3532108,Murutinga do Sul,SP,demais municipios,C
4305959,Cotiporã,RS,demais municipios,C
2210631,Sebastião Leal,PI,demais municipios,C
4212239,Paraíso,SC,demais municipios,C
5107248,Santa Carmem,MT,demais municipios,C
3143153,Monte Formoso,MG,demais municipios,C
3502606,Aparecida d'Oeste,SP,demais municipios,C
4311718,Maçambará,RS,demais municipios,C
4106571,Cruzeiro do Iguaçu,PR,demais municipios,C
5215207,Novo Brasil,GO,demais municipios,C
5214101,Mutunópolis,GO,demais municipios,C
2703502,Jacuípe,AL,demais municipios,C
3102506,Amparo do Serra,MG,demais municipios,C
2707800,Roteiro,AL,demais municipios,C
4115507,Marumbi,PR,demais municipios,C
4218756,Tunápolis,SC,demais municipios,C
5204953,Campos Verdes,GO,demais municipios,C
5202353,Arenópolis,GO,demais municipios,C
3521200,Iporanga,SP,demais municipios,C
2110807,São Félix de Balsas,MA,demais municipios,C
4314068,Passa Sete,RS,demais municipios,C
5221007,Taquaral de Goiás,GO,demais municipios,C
3163300,São José do Divino,MG,demais municipios,C
4109005,Guapirama,PR,demais municipios,C
3135308,Japaraíba,MG,demais municipios,C
3148400,Paulistas,MG,demais municipios,C
4321857,Três Palmeiras,RS,demais municipios,C
2105658,Junco do Maranhão,MA,demais municipios,C
5106273,Novo Horizonte do Norte,MT,demais municipios,C
2508703,Mãe d'Água,PB,demais municipios,C
4323408,Vila Maria,RS,demais municipios,C
1720499,São Valério,TO,demais municipios,C
2201002,Arraial,PI,demais municipios,C
2515906,Serraria,PB,demais municipios,C
4308078,Fazenda Vilanova,RS,demais municipios,C
5201603,Araçu,GO,demais municipios,C
3153004,Pratinha,MG,demais municipios,C
5208301,Divinópolis de Goiás,GO,demais municipios,C
3527702,Luiziânia,SP,demais municipios,C
4310702,Itatiba do Sul,RS,demais municipios,C
3549607,São José do Barreiro,SP,demais municipios,C
3540408,Populina,SP,demais municipios,C
1507755,Sapucaia,PA,demais municipios,C
2207850,Pavussu,PI,demais municipios,C
5206701,Damianópolis,GO,demais municipios,C
4304002,Campo Novo,RS,demais municipios,C
4312617,Muitos Capões,RS,demais municipios,C
4211454,Nova Itaberaba,SC,demais municipios,C
4209805,Leoberto Leal,SC,demais municipios,C
4207759,Iraceminha,SC,demais municipios,C
3160900,São Brás do Suaçuí,MG,demais municipios,C
4100459,Altamira do Paraná,PR,demais municipios,C
3106804,Bias Fortes,MG,demais municipios,C
4100905,Amaporã,PR,demais municipios,C
2210904,Socorro do Piauí,PI,demais municipios,C
2404002,Frutuoso Gomes,RN,demais municipios,C
2200103,Agricolândia,PI,demais municipios,C
4212403,Pedras Grandes,SC,demais municipios,C
2405207,Janduís,RN,demais municipios,C
1711506,Jaú do Tocantins,TO,demais municipios,C
2700805,Belém,AL,demais municipios,C
4120853,Quatro Pontes,PR,demais municipios,C
3159407,Santa Rita de Ibitipoca,MG,demais municipios,C
4312443,Morrinhos do Sul,RS,demais municipios,C
5213772,Montividiu do Norte,GO,demais municipios,C
3120409,Cristiano Otoni,MG,demais municipios,C
3141207,Matutina,MG,demais municipios,C
3543204,Ribeirão do Sul,SP,demais municipios,C
2512077,Poço de José de Moura,PB,demais municipios,C
2513802,Santa Teresinha,PB,demais municipios,C
3132008,Itacambira,MG,demais municipios,C
4322152,Tunas,RS,demais municipios,C
3140605,Materlândia,MG,demais municipios,C
5206503,Cromínia,GO,demais municipios,C
4303673,Campestre da Serra,RS,demais municipios,C
2204105,Francisco Ayres,PI,demais municipios,C
4313425,Novo Machado,RS,demais municipios,C
5202601,Aurilândia,GO,demais municipios,C
4109203,Guaraci,PR,demais municipios,C
2801900,Cumbe,SE,demais municipios,C
5005103,Jateí,MS,demais municipios,C
4313607,Paim Filho,RS,demais municipios,C
3102407,Alvorada de Minas,MG,demais municipios,C
3153202,Presidente Juscelino,MG,demais municipios,C
3541059,Pratânia,SP,demais municipios,C
3153707,Quartel Geral,MG,demais municipios,C
3522653,Itapirapuã Paulista,SP,demais municipios,C
4320602,Severiano de Almeida,RS,demais municipios,C
2514404,São José de Espinharas,PB,demais municipios,C
4314035,Pareci Novo,RS,demais municipios,C
2203230,Currais,PI,demais municipios,C
2205300,Jerumenha,PI,demais municipios,C
3144904,Nova Módica,MG,demais municipios,C
3523008,Itapura,SP,demais municipios,C
1100908,Castanheiras,RO,demais municipios,C
5203609,Brazabrantes,GO,demais municipios,C
2209500,Santo Inácio do Piauí,PI,demais municipios,C
3136579,Josenópolis,MG,demais municipios,C
2511707,Pilõezinhos,PB,demais municipios,C
5106190,Nova Santa Helena,MT,demais municipios,C
1716307,Pau D'Arco,TO,demais municipios,C
4318481,São José do Hortêncio,RS,demais municipios,C
3508900,Caiabu,SP,demais municipios,C
3124708,Estrela do Indaiá,MG,demais municipios,C
3530409,Mirassolândia,SP,demais municipios,C
2209153,Santa Cruz dos Milagres,PI,demais municipios,C
4204178,Cerro Negro,SC,demais municipios,C
3122470,Dom Bosco,MG,demais municipios,C
5215900,Palminópolis,GO,demais municipios,C
4312807,Nova Araçá,RS,demais municipios,C
4211405,Nova Erechim,SC,demais municipios,C
2401602,Bento Fernandes,RN,demais municipios,C
3132602,Itamarati de Minas,MG,demais municipios,C
2509339,Matinhas,PB,demais municipios,C
2918902,Lajedão,BA,demais municipios,C
4203253,Capão Alto,SC,demais municipios,C
4205100,Dona Emma,SC,demais municipios,C
4315206,Putinga,RS,demais municipios,C
3121704,Diogo de Vasconcelos,MG,demais municipios,C
2107258,Nova Colinas,MA,demais municipios,C
3138302,Leandro Ferreira,MG,demais municipios,C
4309951,Ibirapuitã,RS,demais municipios,C
2411007,Rodolfo Fernandes,RN,demais municipios,C
4122800,Salgado Filho,PR,demais municipios,C
2702207,Coqueiro Seco,AL,demais municipios,C
4110409,Indianópolis,PR,demais municipios,C
4323457,Vila Nova do Sul,RS,demais municipios,C
2201556,Bela Vista do Piauí,PI,demais municipios,C
3137304,Lagoa dos Patos,MG,demais municipios,C
2512754,Riachão do Bacamarte,PB,demais municipios,C
4310553,Itacurubi,RS,demais municipios,C
4307401,Esmeralda,RS,demais municipios,C
1501253,Bannach,PA,demais municipios,C
3545100,Salmourão,SP,demais municipios,C
4209854,Lindóia do Sul,SC,demais municipios,C
3518909,Guzolândia,SP,demais municipios,C
2408805,Parazinho,RN,demais municipios,C
2107308,Nova Iorque,MA,demais municipios,C
3158805,Santana do Jacaré,MG,demais municipios,C
2100105,Afonso Cunha,MA,demais municipios,C
3543105,Ribeirão Corrente,SP,demais municipios,C
2304806,Granjeiro,CE,demais municipios,C
3120102,Couto de Magalhães de Minas,MG,demais municipios,C
5007976,Taquarussu,MS,demais municipios,C
2208858,Riacho Frio,PI,demais municipios,C
2510501,Olivedos,PB,demais municipios,C
4113601,Lobato,PR,demais municipios,C
2900603,Aiquara,BA,demais municipios,C
3157500,Santa Efigênia de Minas,MG,demais municipios,C
2203255,Curralinhos,PI,conurbado com uf,C
3152131,Ponto Chique,MG,demais municipios,C
4121257,Ramilândia,PR,demais municipios,C
4107702,Fênix,PR,demais municipios,C
4300059,Água Santa,RS,demais municipios,C
5200829,Amaralina,GO,demais municipios,C
3145851,Oratórios,MG,demais municipios,C
3160009,Santo Antônio do Aventureiro,MG,demais municipios,C
3528700,Marabá Paulista,SP,demais municipios,C
3158409,Santana de Cataguases,MG,demais municipios,C
3115201,Conceição da Barra de Minas,MG,demais municipios,C
2502706,Borborema,PB,demais municipios,C
3106655,Berizal,MG,demais municipios,C
4309753,Ibarama,RS,demais municipios,C
4106704,Cruzeiro do Sul,PR,demais municipios,C
2512200,Prata,PB,demais municipios,C
5103809,Figueirópolis D'Oeste,MT,demais municipios,C
3531605,Monte Castelo,SP,demais municipios,C
3111150,Campo Azul,MG,demais municipios,C
4103008,Boa Esperança,PR,demais municipios,C
3501103,Alto Alegre,SP,demais municipios,C
2513927,São Bentinho,PB,demais municipios,C
2515203,São Sebastião do Umbuzeiro,PB,demais municipios,C
1718840,Sandolândia,TO,demais municipios,C
5211602,Ivolândia,GO,demais municipios,C
3539608,Planalto,SP,demais municipios,C
2503407,Cacimba de Areia,PB,demais municipios,C
4319125,São Martinho da Serra,RS,demais municipios,C
5003900,Figueirão,MS,demais municipios,C
4322525,Vale Verde,RS,demais municipios,C
4312153,Mato Leitão,RS,demais municipios,C
1600253,Itaubal,AP,conurbado com uf,C
3145802,Onça de Pitangui,MG,demais municipios,C
4208609,Jaborá,SC,demais municipios,C
5206602,Cumari,GO,demais municipios,C
3100401,Acaiaca,MG,demais municipios,C
4215901,São Bonifácio,SC,demais municipios,C
3516853,Gavião Peixoto,SP,demais municipios,C
5103957,Glória D'Oeste,MT,demais municipios,C
3507308,Boracéia,SP,demais municipios,C
4103958,Campina do Simão,PR,demais municipios,C
4312377,Monte Alegre dos Campos,RS,demais municipios,C
5219712,Santo Antônio da Barra,GO,demais municipios,C
1710904,Itapiratins,TO,demais municipios,C
5214903,Nova Roma,GO,demais municipios,C
2504207,Catingueira,PB,demais municipios,C
4219176,Vargem Bonita,SC,demais municipios,C
4107124,Diamante do Sul,PR,demais municipios,C
3163201,São José do Alegre,MG,demais municipios,C
4128658,Virmond,PR,demais municipios,C
2201176,Barra D'Alcântara,PI,demais municipios,C
3110202,Cajuri,MG,demais municipios,C
3528205,Macedônia,SP,demais municipios,C
3132800,Itambé do Mato Dentro,MG,demais municipios,C
1506401,Santa Cruz do Arari,PA,demais municipios,C
2112274,Tufilândia,MA,demais municipios,C
5209804,Hidrolina,GO,demais municipios,C
2501351,Assunção,PB,demais municipios,C
4304101,Campos Borges,RS,demais municipios,C
3170479,Uruana de Minas,MG,demais municipios,C
4104055,Campo Bonito,PR,demais municipios,C
5107297,São José do Povo,MT,demais municipios,C
5108105,Tesouro,MT,demais municipios,C
2801108,Canhoba,SE,demais municipios,C
2210953,Tamboril do Piauí,PI,demais municipios,C
5215256,Novo Planalto,GO,demais municipios,C
2411908,São Francisco do Oeste,RN,demais municipios,C
3508207,Buritizal,SP,demais municipios,C
2211605,Vila Nova do Piauí,PI,demais municipios,C
4106555,Corumbataí do Sul,PR,demais municipios,C
4300570,Alto Feliz,RS,demais municipios,C
4215406,Salto Veloso,SC,demais municipios,C
2410801,Riacho de Santana,RN,demais municipios,C
3144672,Nova Belém,MG,demais municipios,C
4216354,São João do Itaperiú,SC,demais municipios,C
3533700,Ocauçu,SP,demais municipios,C
5215652,Palestina de Goiás,GO,demais municipios,C
2209807,São Gonçalo do Piauí,PI,demais municipios,C
4306353,Dezesseis de Novembro,RS,demais municipios,C
2206951,Novo Santo Antônio,PI,demais municipios,C
3150109,Piau,MG,demais municipios,C
2211506,Vera Mendes,PI,demais municipios,C
3534005,Onda Verde,SP,demais municipios,C
3131406,Ipiaçu,MG,demais municipios,C
2508554,Logradouro,PB,demais municipios,C
4206801,Ibicaré,SC,demais municipios,C
5200902,Amorinópolis,GO,demais municipios,C
2512762,Riachão do Poço,PB,demais municipios,C
4122172,Rio Branco do Ivaí,PR,demais municipios,C
3119708,Coronel Xavier Chaves,MG,demais municipios,C
4210209,Major Gercino,SC,demais municipios,C
3112059,Cantagalo,MG,demais municipios,C
3168051,Taparuba,MG,demais municipios,C
1100262,Rio Crespo,RO,demais municipios,C
5221452,Trombas,GO,demais municipios,C
4310306,Ilópolis,RS,demais municipios,C
3528908,Mariápolis,SP,demais municipios,C
3525607,João Ramalho,SP,demais municipios,C
4113429,Lidianópolis,PR,demais municipios,C
3150539,Pingo-d'Água,MG,demais municipios,C
5220702,Sítio d'Abadia,GO,demais municipios,C
2411106,Ruy Barbosa,RN,demais municipios,C
4107538,Entre Rios do Oeste,PR,demais municipios,C
5222203,Vila Boa,GO,demais municipios,C
3502408,Anhumas,SP,demais municipios,C
2205458,Joca Marques,PI,demais municipios,C
5219456,Santa Rita do Novo Destino,GO,demais municipios,C
4319703,São Valentim,RS,demais municipios,C
5107404,São Pedro da Cipa,MT,demais municipios,C
4305405,Chiapetta,RS,demais municipios,C
4321493,Toropi,RS,demais municipios,C
5106851,Porto Estrela,MT,demais municipios,C
4219606,Xavantina,SC,demais municipios,C
2211704,Wall Ferraz,PI,demais municipios,C
3161650,São Geraldo do Baixio,MG,demais municipios,C
5218706,Rianápolis,GO,demais municipios,C
4116307,Munhoz de Melo,PR,demais municipios,C
3505005,Barão de Antonina,SP,demais municipios,C
3509957,Canas,SP,demais municipios,C
3160108,Santo Antônio do Grama,MG,demais municipios,C
4120150,Porto Barreiro,PR,demais municipios,C
4212270,Passos Maia,SC,demais municipios,C
3140100,Marilac,MG,demais municipios,C
5204607,Campestre de Goiás,GO,demais municipios,C
2514602,São José do Bonfim,PB,demais municipios,C
5219605,Santa Tereza de Goiás,GO,demais municipios,C
3149200,Pedrinópolis,MG,demais municipios,C
3148806,Pedra do Anta,MG,demais municipios,C
2408409,Olho d'Água do Borges,RN,demais municipios,C
3141900,Minduri,MG,demais municipios,C
3540259,Pontalinda,SP,demais municipios,C
3140407,Marmelópolis,MG,demais municipios,C
2111672,São Roberto,MA,demais municipios,C
3159704,Santa Rosa da Serra,MG,demais municipios,C
2201572,Belém do Piauí,PI,demais municipios,C
2205250,Jardim do Mulato,PI,demais municipios,C
4103156,Bom Jesus do Sul,PR,demais municipios,C
2511004,Pedra Branca,PB,demais municipios,C
3154705,Ribeirão Vermelho,MG,demais municipios,C
2407609,Messias Targino,RN,demais municipios,C
3129905,Ibitiúra de Minas,MG,demais municipios,C
3143708,Morro do Pilar,MG,demais municipios,C
1702158,Araguanã,TO,demais municipios,C
5108303,União do Sul,MT,demais municipios,C
3538303,Piquerobi,SP,demais municipios,C
1712009,Lajeado,TO,demais municipios,C
2907400,Catolândia,BA,demais municipios,C
4120408,Presidente Castelo Branco,PR,demais municipios,C
1715101,Novo Acordo,TO,demais municipios,C
2210102,São José do Peixe,PI,demais municipios,C
1200435,Santa Rosa do Purus,AC,demais municipios,C
3160603,Santo Hipólito,MG,demais municipios,C
3533254,Novais,SP,demais municipios,C
4201604,Arroio Trinta,SC,demais municipios,C
4211892,Painel,SC,demais municipios,C
4314779,Pontão,RS,demais municipios,C
2204550,Guaribas,PI,demais municipios,C
2207959,Nova Santa Rita,PI,demais municipios,C
3541109,Presidente Alves,SP,demais municipios,C
3161056,São Félix de Minas,MG,demais municipios,C
3533205,Nova Independência,SP,demais municipios,C
4311791,Maratá,RS,demais municipios,C
3546108,Santa Clara d'Oeste,SP,demais municipios,C
4305116,Centenário,RS,demais municipios,C
2205359,João Costa,PI,demais municipios,C
4215356,Saltinho,SC,demais municipios,C
3156403,Romaria,MG,demais municipios,C
3125507,São Gonçalo do Rio Preto,MG,demais municipios,C
2706208,Palestina,AL,demais municipios,C
4125456,São José das Palmeiras,PR,demais municipios,C
4315552,Rio dos Índios,RS,demais municipios,C
5218102,Portelândia,GO,demais municipios,C
4113403,Leópolis,PR,demais municipios,C
1702703,Aurora do Tocantins,TO,demais municipios,C
5107578,Rondolândia,MT,demais municipios,C
2401503,Barcelona,RN,demais municipios,C
2702702,Feliz Deserto,AL,demais municipios,C
3127354,Glaucilândia,MG,demais municipios,C
3160207,Santo Antônio do Itambé,MG,demais municipios,C
2703908,Jundiá,AL,demais municipios,C
4304671,Capivari do Sul,RS,demais municipios,C
1703867,Cariri do Tocantins,TO,demais municipios,C
4119707,Planaltina do Paraná,PR,demais municipios,C
4120655,Quarto Centenário,PR,demais municipios,C
3508306,Cabrália Paulista,SP,demais municipios,C
5203575,Bonópolis,GO,demais municipios,C
2207793,Pau D'Arco do Piauí,PI,demais municipios,C
4123824,Santa Lúcia,PR,demais municipios,C
3106101,Belmiro Braga,MG,demais municipios,C
3121506,Desterro do Melo,MG,demais municipios,C
4216057,São Cristóvão do Sul,SC,demais municipios,C
2209351,Santana do Piauí,PI,demais municipios,C
4210902,Modelo,SC,demais municipios,C
4315149,Presidente Lucena,RS,demais municipios,C
5103361,Conquista D'Oeste,MT,demais municipios,C
1718550,Riachinho,TO,demais municipios,C
3115003,Cascalho Rico,MG,demais municipios,C
2412401,São José do Seridó,RN,demais municipios,C
3109253,Bugre,MG,demais municipios,C
2202737,Coivaras,PI,demais municipios,C
3116902,Comendador Gomes,MG,demais municipios,C
3166501,Serra Azul de Minas,MG,demais municipios,C
3551207,Sarutaiá,SP,demais municipios,C
4321469,Tio Hugo,RS,demais municipios,C
3125200,Fama,MG,demais municipios,C
3158607,Santana do Deserto,MG,demais municipios,C
4219853,Zortéa,SC,demais municipios,C
4307450,Esperança do Sul,RS,demais municipios,C
4310850,Jaboticaba,RS,demais municipios,C
4117214,Nova Santa Bárbara,PR,demais municipios,C
3114709,Carvalhópolis,MG,demais municipios,C
2402907,Coronel João Pessoa,RN,demais municipios,C
2806503,Santa Rosa de Lima,SE,demais municipios,C
1700301,Aguiarnópolis,TO,demais municipios,C
4313003,Nova Bréscia,RS,demais municipios,C
4114351,Manfrinópolis,PR,demais municipios,C
4205159,Doutor Pedrinho,SC,demais municipios,C
4307815,Estrela Velha,RS,demais municipios,C
4102208,Atalaia,PR,demais municipios,C
4128625,Alto Paraíso,PR,demais municipios,C
4126652,Sulina,PR,demais municipios,C
3516804,Gastão Vidigal,SP,demais municipios,C
1714302,Nazaré,TO,demais municipios,C
4314308,Pejuçara,RS,demais municipios,C
1705607,Conceição do Tocantins,TO,demais municipios,C
4313359,Nova Roma do Sul,RS,demais municipios,C
2207355,Pajeú do Piauí,PI,demais municipios,C
4108551,Godoy Moreira,PR,demais municipios,C
4313011,Nova Candelária,RS,demais municipios,C
5108857,Nova Marilândia,MT,demais municipios,C
4309159,Gramado Xavier,RS,demais municipios,C
3137908,Lamim,MG,demais municipios,C
3160801,São Bento Abade,MG,demais municipios,C
3540101,Pongaí,SP,demais municipios,C
5210158,Ipiranga de Goiás,GO,demais municipios,C
3161601,São Geraldo da Piedade,MG,demais municipios,C
4312757,Nova Alvorada,RS,demais municipios,C
2607406,Itacuruba,PE,demais municipios,C
3525805,Júlio Mesquita,SP,demais municipios,C
4301875,Barra do Quaraí,RS,demais municipios,C
4217105,São Martinho,SC,demais municipios,C
2207751,Passagem Franca do Piauí,PI,demais municipios,C
3126406,Fortuna de Minas,MG,demais municipios,C
3164431,São Sebastião da Vargem Alegre,MG,demais municipios,C
4306379,Dilermando de Aguiar,RS,demais municipios,C
1703073,Barra do Ouro,TO,demais municipios,C
2411700,São Bento do Trairí,RN,demais municipios,C
3552551,Suzanápolis,SP,demais municipios,C
5206305,Cristianópolis,GO,demais municipios,C
2406908,Lucrécia,RN,demais municipios,C
3500600,Águas de São Pedro,SP,demais municipios,C
2109239,Presidente Médici,MA,demais municipios,C
2514701,São José do Sabugi,PB,demais municipios,C
5212600,Mairipotaba,GO,demais municipios,C
4308656,Garruchos,RS,demais municipios,C
3126950,Frei Lagonegro,MG,demais municipios,C
3510906,Cássia dos Coqueiros,SP,demais municipios,C
3535903,Paranapuã,SP,demais municipios,C
4218350,Treviso,SC,demais municipios,C
3551306,Sebastianópolis do Sul,SP,demais municipios,C
1600055,Serra do Navio,AP,demais municipios,C
4311734,Mampituba,RS,demais municipios,C
1720309,São Sebastião do Tocantins,TO,demais municipios,C
4115739,Mato Rico,PR,demais municipios,C
2705903,Olho d'Água Grande,AL,demais municipios,C
3144375,Natalândia,MG,demais municipios,C
3162302,São João da Mata,MG,demais municipios,C
4102752,Bela Vista da Caroba,PR,demais municipios,C
3109600,Cachoeira da Prata,MG,demais municipios,C
4305603,Colorado,RS,demais municipios,C
2406155,Jundiá,RN,demais municipios,C
4120333,Prado Ferreira,PR,demais municipios,C
4310652,Itati,RS,demais municipios,C
5218052,Porteirão,GO,demais municipios,C
5108352,Vale de São Domingos,MT,demais municipios,C
4321634,Três Arroios,RS,demais municipios,C
4323309,Vila Flores,RS,demais municipios,C
3125002,Ewbank da Câmara,MG,demais municipios,C
2210623,Sebastião Barros,PI,demais municipios,C
3119005,Cordislândia,MG,demais municipios,C
3101300,Alagoa,MG,demais municipios,C
4212056,Palmeira,SC,demais municipios,C
2202075,Cajazeiras do Piauí,PI,demais municipios,C
5205059,Castelândia,GO,demais municipios,C
4120101,Porto Amazonas,PR,demais municipios,C
3548302,Santo Expedito,SP,demais municipios,C
5205703,Córrego do Ouro,GO,demais municipios,C
2204154,Francisco Macedo,PI,demais municipios,C
2209757,São Gonçalo do Gurguéia,PI,demais municipios,C
3163003,São José da Safira,MG,demais municipios,C
3515194,Espírito Santo do Turvo,SP,demais municipios,C
2409506,Pedra Grande,RN,demais municipios,C
2512036,Poço Dantas,PB,demais municipios,C
3503505,Areias,SP,demais municipios,C
4200051,Abdon Batista,SC,demais municipios,C
3532058,Motuca,SP,demais municipios,C
3103603,Arantina,MG,demais municipios,C
2408607,Paraná,RN,demais municipios,C
1101476,Primavera de Rondônia,RO,demais municipios,C
2802007,Divina Pastora,SE,demais municipios,C
3542800,Ribeira,SP,demais municipios,C
5106455,Planalto da Serra,MT,demais municipios,C
3122801,Dom Viçoso,MG,demais municipios,C
2209609,São Félix do Piauí,PI,demais municipios,C
3110806,Campanário,MG,demais municipios,C
2202251,Canavieira,PI,demais municipios,C
4321832,Três Forquilhas,RS,demais municipios,C
5221577,Uirapuru,GO,demais municipios,C
3125309,Faria Lemos,MG,demais municipios,C
3166105,Senhora do Porto,MG,demais municipios,C
5212006,Jaupaci,GO,demais municipios,C
3150000,Pescador,MG,demais municipios,C
3522158,Itaoca,SP,demais municipios,C
3135001,Jaguaraçu,MG,demais municipios,C
2408706,Paraú,RN,demais municipios,C
5213855,Morro Agudo de Goiás,GO,demais municipios,C
4322327,Turuçu,RS,demais municipios,C
1703305,Bom Jesus do Tocantins,TO,demais municipios,C
2411809,São Fernando,RN,demais municipios,C
4310900,Jacutinga,RS,demais municipios,C
4123105,Santa Amélia,PR,demais municipios,C
4306452,Dois Lajeados,RS,demais municipios,C
4103024,Boa Esperança do Iguaçu,PR,demais municipios,C
2506202,Frei Martinho,PB,demais municipios,C
4204152,Celso Ramos,SC,demais municipios,C
